;Name;Genre;City;Status
5981;Sargom;Melodic Heavy/Power Metal;Pouso Alegre, Minas Gerais;Unknown
5982;Sarkasmos;Melodic Death Metal;Lages, Santa Catarina;Split-up
5983;SarKaustic;Thrash Metal;São Paulo, São Paulo;Split-up
5984;Sartess;Death Metal;Belo Horizonte, Minas Gerais;Split-up
5985;Sarx Thanatos;Doom/Gothic Metal;Curitiba, Paraná;On hold
5986;Sastras;Power Metal;Butiá, Rio Grande Do Sul;Active
5987;Satan 88;Raw Black Metal;São Paulo, São Paulo;Split-up
5988;Satan Age;Black Metal;Maringá, Paraná;Active
5989;Satan Cult;Black Metal;Mateus Leme, Minas Gerais;Active
5990;Satan Decapitated;Grindcore/Death Metal;Salvador, Bahia;Active
5991;Satan's Doom;Black Metal;São Paulo, São Paulo;Active
5992;Satan's Sigh;Death/Black Metal;Rio de Janeiro;Active
5993;Satanaiz;Thrash Metal/Crossover;São Paulo, São Paulo;Split-up
5994;Satanaquia;Black Metal;Piracicaba, São Paulo;Split-up
5995;Satanás Eterno;Black Metal;;Active
5996;Satanchrist;Black Metal;Rio Claro, São Paulo;Active
5997;Satanchrist;Black/Doom Metal;Goiânia, Goiás;Active
5998;Satangoss;Crossover/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Active
5999;Satanic Christ;Black Metal;Duque de Caxias, Rio de Janeiro;Split-up
6000;Satanic Command;Black Metal;Itabaiana, Sergipe;Active
6001;Satanic Destructor;Black Metal;Ibatiba, Espírito Santo;Active
6002;Satanic Empire;Black Metal;Blumenau, Santa Catarina;Active
6003;Satanic Forest;Raw Black Metal;Manaus, Amazonas;Split-up
6004;Satanic Hell Holocaust;Raw Black/Death Metal;São Carlos, São Paulo;Active
6005;Satanic Honor;Black Metal;Santa Luzia, Minas Gerais;Split-up
6006;Satanic Litany;Black Metal;Salvador, Bahia;Active
6007;Satanic Lust;Black Metal;Salvador, Bahia;Active
6008;Satanic Prophets;Black Metal;Santa Luzia, Minas Gerais;Active
6009;Satanic Ritual;Black Metal;Belém, Pará;Split-up
6010;Satanic Tyranny;Black Metal;Itajubá, Minas Gerais;Active
6011;Satanicommand;Black Metal;São Paulo, São Paulo;Split-up
6012;Satânicos;Black Metal;São José do Rio Preto, São Paulo;Active
6013;Satanik Deathcult;Black/Death Metal;Belo Horizonte, Minas Gerais;Active
6014;Satanwrath;Black Metal;Campos dos Goytacazes, Rio de Janeiro;Active
6015;Satiros;Black Metal;Goias;Split-up
6016;Saturn;Black/Doom Metal;Maringá, Paraná;Active
6017;Saturn;Black Metal;"Vitória, Espírito Santo (early); Belo Horizonte, Minas Gerais (later)";Active
6018;Saturndust;Psychedelic Sludge/Doom Metal;São Paulo, São Paulo;Active
6019;Saturnine Desolation;Black Metal;São Paulo;Active
6020;Satyr;Black/Thrash Metal;Poços de Caldas, Minas Gerais;Unknown
6021;Saukopf;Black Metal/Ambient;Belo Horizonte, Minas Gerais;Changed name
6022;Saunter;Death Metal;Porto Alegre, Rio Grande do Sul;Active
6023;Sauron;Heavy Metal;Santarém, Pará;Active
6024;Savage Rage;Heavy Metal;Curitiba, Paraná;Active
6025;Savagery;Thrash Metal;São José do Rio Preto, São Paulo;Active
6026;Savagez;Technical Death Metal;São Luís, Maranhão;Active
6027;Savant;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Active
6028;Savaron;Heavy Metal;Recife, Pernambuco;Unknown
6029;Save Our Souls;Gothic Metal;Porto Alegre, Rio Grande do Sul;On hold
6030;Savior;Power Metal;Franca, São Paulo;Unknown
6031;Saviorz;Progressive/Power Metal;São José do Rio Preto, São Paulo;Unknown
6032;Savitar;Heavy Metal;São Paulo, São Paulo;Active
6033;Savras;Power Metal;São Paulo, São Paulo;Unknown
6034;Saw;Death Metal;Natal, Rio Grande do Norte;Split-up
6035;Scabulus;Groove/Thrash/Death Metal;Santa Catarina;Active
6036;Scalped;Death Metal;Belo Horizonte, Minas Gerais;Active
6037;Scania;Thrash Metal;Taguatinga, Distrito Federal;On hold
6038;Scar by Scar;Melodic Death Metal;Rio Grande do Sul;Active
6039;Scarecrow;Black/Thrash Metal;Betim, Minas Gerais;Unknown
6040;Scariotz;Power Metal;Maracanaú, Ceará;Active
6041;Scarlet Horizon;Progressive/Power Metal;Rio de Janeiro, Rio de Janeiro;Unknown
6042;Scarlet Moon & the Labyrinth;Black Metal/Gothic Rock;;Active
6043;Scarlet Peace;Gothic/Doom Metal;Aracaju, Sergipe;Active
6044;Scarlet Sky;Thrash Metal;São Paulo, São Paulo;Split-up
6045;Scarlet Warfare;Symphonic Black/Melodic Death Metal;Manaus, Amazonas;Split-up
6046;Scarlet Wizard;Heavy Metal;São Paulo, São Paulo;Unknown
6047;Scarnio;Thrash Metal;Curitiba, Paraná;Split-up
6048;Scarpast;Doom/Death Metal;Santa Maria, Rio Grande do Sul;On hold
6049;Scars;Thrash Metal;São Paulo, São Paulo;Active
6050;Scars Souls;Progressive Rock/Metal;Rio de Janeiro, Rio de Janeiro;Active
6051;Scatha;Heavy/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Unknown
6052;Scathing Nocturnal;Black Metal;Salvador, Bahia;Active
6053;Scatologic Madness Possession;Goregrind/Grindcore;Fortaleza, Ceará;Split-up
6054;Scatus;Heavy/Power Metal;Cachoeiro de Itapemirim, Espírito Santo;Split-up
6055;Scelerata;Power Metal;Porto Alegre, Rio Grande do Sul;Changed name
6056;Scenic;Technical Death Metal;Juiz de Fora, Minas Gerais;Active
6057;Sceptic Angel;Heavy/Thrash Metal;Recife, Pernambuco;Active
6058;Sceptrum;Melodic Power Metal;Goiânia, Goiás;Unknown
6059;Schipanski;Death Metal;São Paulo, São Paulo;Split-up
6060;Schizogoat;Thrash/Black Metal;Itabaiana, Sergipe;Active
6061;Schizophantom;Depressive Black Metal;Santa Maria, Rio Grande do Sul;Active
6062;Schofar;Black Metal;Vila Velha, Espírito Santo;Unknown
6063;School Thrash;Thrash Metal;São Luís, Maranhão;Unknown
6064;Schutzstaffel;Black Metal;São Paulo;Split-up
6065;Schwarze Axt;Black Metal;Brasília, Distrito Federal;Active
6066;Schwarzwald;Raw Black Metal;Curitiba, Paraná;Active
6067;Scibex;Avant-garde Black Metal;Uberlândia, Minas Gerais;Split-up
6068;Scorch the Sun;Deathcore;Rio de Janeiro;Active
6069;Scorge;Raw/Atmospheric Black Metal;Vitória da Conquista, Bahia;Active
6070;Scorner;Brutal Death Metal;Curitiba, Paraná;Active
6071;Scourge;Death Metal;Uberlândia, Minas Gerais;Active
6072;Scourge;Death Metal;Itu, São Paulo;Split-up
6073;Scourged;Death/Thrash Metal;Curitiba, Paraná / Arujá, São Paulo;Split-up
6074;Scourges;Death Metal;Passos, Minas Gerais;Split-up
6075;Scramasax;Thrash Metal;Curitiba, Paraná;Active
6076;Scraper Head;Thrash Metal;São Paulo, São Paulo;Active
6077;Scream;Thrash Metal;Recife, Pernambuco;Active
6078;Scream of Death;Thrash Metal;Castanhal, Pará;Split-up
6079;Scream!;Heavy/Power Metal;São Paulo, São Paulo;Active
6080;Screams of Hate;Thrash/Groove Metal;Guarulhos, São Paulo;Active
6081;Screams of the Night;Groove Metal/Metalcore;Itapecerica da Serra, Sao Paulo;Active
6082;Scrimmage;Death Metal/Grindcore;Leopoldina, Minas Gerais;Split-up
6083;Scripture;Black Metal;Santo André, São Paulo;Split-up
6084;Scrok;Thrash Metal;"Timon, Maranhão (early); Teresina, Piauí (later)";Active
6085;Scrupulous;Death/Thrash Metal;Itabuna, Bahia;Active
6086;Scud;Thrash Metal;Teresina, Piauí;Active
6087;Sculptor;Melodic Death Metal;Curitiba, Paraná;Active
6088;Sculpture;Progressive Black Metal;São Paulo, São Paulo;Active
6089;Scythes of Evil;Raw Black Metal;Catanduva, São Paulo;Active
6090;Sea of ​​Monsters;Metalcore;João Pessoa, Paraíba;Active
6091;Seahunter;Atmospheric Black Metal;Vitoria da Conquista, Bahia;Active
6092;Season's Holocaust;Death Metal;Franca, São Paulo;Split-up
6093;Seasons;Heavy Metal;São Paulo, São Paulo;Unknown
6094;Seawalker;Heavy Metal;Belo Horizonte, Minas Gerais;Active
6095;Sebaoth;Death Metal;Fortaleza, Ceará;Active
6096;Sebum Excess Production;Death Metal/Grindcore;Petronila, Pernambuco;Active
6097;Second Face;Grindcore/Death Metal;Itabuna, Bahia;Active
6098;Second Fate;Power/Progressive Metal;Jundiaí, São Paulo;Split-up
6099;Seconds of Noise;"Crossover/Hardcore (early); Death Metal/Grindcore (later)";Brasília, Distrito Federal;Active
6100;Secret Läw;Black/Heavy Metal;Rio de Janeiro, Rio de Janeiro;Unknown
6101;Secret of Abysm;Death Metal/Grindcore;Goiânia, Goiás;Active
6102;Secretion;Death Metal/Grindcore;Jundiaí, São Paulo;Split-up
6103;Sedna;Stoner Rock/Metal;Maceió, Alagoas;Split-up
6104;Seeds of Destiny;Doom/Gothic Metal;Recife, Pernambuco;Active
6105;Seeds of Mayhem;Heavy/Thrash Metal;Manaus, Amazonas;Active
6106;Sefirot;Power Metal;Alvorada, Rio Grande do Sul;Active
6107;Seges Findere;Black/Death Metal;Rio de Janeiro, Rio de Janeiro;Split-up
6108;Segregatorum;Death/Groove Metal;Bento Gonçalves, Rio Grande do Sul;Active
6109;Seiva Bruta;Heavy Metal/Hard Rock;Contagem, Minas Gerais;Active
6110;Sekten7;Industrial Metal/Rock;Brasília, Distrito Federal;Active
6111;Self Carnage;Melodic Death Metal/Metalcore;Joinville, Santa Catarina;Split-up
6112;Self Creation;Death Metal/Deathcore;João Pessoa, Paraíba;Active
6113;Self Mutilation;Black Metal;Caxias do Sul, Rio Grande do Sul;Split-up
6114;Self-Deceiver;Melodic Death Metal/Metalcore;"São Paulo (early); Bogotá, Colombia (later)";Active
6115;Selmler;Black/Doom/Gothic Metal;Governador Valadares, Minas Gerais;Split-up
6116;Selvagens da Monareta;Hard Rock/Heavy Metal/Rock 'n' Roll;Florianópolis, Santa Catarina;Split-up
6117;Selvageria;Speed/Thrash Metal;São Paulo, São Paulo;Active
6118;Selvmurder;Raw/Depressive Black Metal;Curitiba, Paraná;Active
6119;Semblant;Extreme Symphonic Metal;Curitiba, Paraná;Active
6120;Semihumans;Brutal Death Metal;Fortaleza, Ceará / Natal, Rio Grande do Norte / João Pessoa, Paraíba / Rio Grande do Sul;Active
6121;Senandioma;Thrash Metal;Aracaju, Sergipe;Split-up
6122;Senectus;Black/Thrash Metal;Brasília, Distrito Federal;Active
6123;Sengaya;Brutal Death Metal/Grindcore;São José, Santa Catarina;Active
6124;Sentença Máxima;Thrash Metal;São Paulo, São Paulo;Split-up
6125;Sentencer;Heavy/Speed Metal;São Paulo;Active
6126;Sentido Oposto;Thrash Metal;Duque de Caxias, Rio de Janeiro;Active
6127;Sentient;Black/Doom Metal;Pelotas, Rio Grande do Sul;Split-up
6128;Sentinela Celeste;Thrash Metal/Crossover;Sobradinho, Distrito Federal;Changed name
6129;Sephiroth;Black Metal;São Paulo, São Paulo;Split-up
6130;Sephyra;Melodic Heavy/Power Metal;São Paulo, São Paulo;Unknown
6131;Septem Cruz;Black Metal;São Paulo, São Paulo;Split-up
6132;Septerra;Progressive Power Metal;Rio de Janeiro, Rio de Janeiro;Split-up
6133;Septic Brain;Thrash Metal;Curitiba, Paraná;Active
6134;Septic Dissonance;Death Metal;São Paulo, São Paulo;Active
6135;Septic Schizo;Death/Thrash Metal;Sorocaba, São Paulo;Split-up
6136;Sepulchral Desolation;Death Metal;São José do Rio Prêto, São Paulo;Active
6137;Sepulchral Voice;Death/Thrash Metal;Belo Horizonte, Minas Gerais;Active
6138;Sepulchral Whore;Death Metal;Recife, Pernambuco;Active
6139;Sepulcro;Black Metal;São Paulo;Active
6140;Sepulcro;Death/Black Metal;Juiz de Fora, Minas Gerais;Active
6141;Sepultros;Black/Heavy Metal;Patos de Minas, Minas Gerais;Split-up
6142;Sepultura;"Death/Thrash Metal (early); Nu-Metal, Groove/Thrash Metal (later)";"Belo Horizonte, Minas Gerais (early); São Paulo, São Paulo (later)";Active
6143;Serbherus;Black Metal;Novo Hamburgo, Rio Grande do Sul;Active
6144;Serenade in Darkness;Symphonic Doom/Death Metal;Curitiba, Paraná;Active
6145;Serenity in Fire;Thrash Metal;Sete Lagoas, Minas Gerais;Active
6146;Serial Killer;Thrash Metal;São Luís, Maranhão;Active
6147;Serpens Regina Est;Black Metal;São Paulo, São Paulo;Active
6148;Serpent Angel;Black Metal;Belo Horizonte, Minas Gerais;Active
6149;Serpent Coven;Doom Metal;São Paulo, São Paulo;Split-up
6150;Serpent Rise;Atmospheric Doom/Death Metal;Santa Maria, Rio Grande do Sul;Active
6151;Serpent's Womb;Black Metal;São Paulo, São Paulo;Active
6152;Sertannia;Progressive Metal;Euclides da Cunha, Bahia;Active
6153;Serviço Funerário;Speed Metal;São Paulo, São Paulo;Active
6154;Setfire;Thrash Metal;Mauá, São Paulo;Active
6155;Seth;Progressive Power Metal/Rock;Catanduva, São Paulo;Active
6156;Seth Domain;Black Metal;Rio Grande, Rio Grande do Sul;Split-up
6157;Sethirus;Heavy/Thrash/Power Metal;Fortaleza, Ceará;On hold
6158;Sétimo Portal;Black Metal;Formiga, Minas Gerais;Unknown
6159;Setimus;Progressive Metal;Rio de Janeiro, Rio de Janeiro;Unknown
6160;Sett;Depressive Black Metal;Rio de Janeiro, Rio de Janeiro;Active
6161;Seu Roque Tupinambá;Groove Metal/Hard Rock;Brasília, Distrito Federal;Active
6162;Sevciuc;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
6163;Seven Angels;Power Metal;Curitiba, Paraná;Active
6164;Seven Deadly Sins;Black Metal;Blumenau, Santa Catarina;Split-up
6165;Seven Keys;Heavy Metal;Guaxupé, Minas Gerais;Active
6166;Seven Raising;Power Metal;Curitiba, Paraná;Split-up
6167;Sevencrows;Heavy/Progressive Metal;Porto Velho, Rondônia;Active
6168;Seventh Key;Power Metal;Camanducaia, Minas Gerais / Bragança Paulista, São Paulo;Split-up
6169;Seventh Plague;Death Metal;Recife, Pernambuco;Unknown
6170;Seventh Seal;Technical Death Metal;Salvador, Bahia;Changed name
6171;Seventh Seal;Heavy Metal;Santo André, Sao Paulo;Active
6172;Seventh Sign from Heaven;Heavy Metal;Picos, Piauí;Active
6173;Seventh Son;Heavy/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
6174;Seventh Steel;Melodic Power Metal;Machado, Minas Gerais;Split-up
6175;Seventieth Blood;Death/Thrash Metal;Balsas, Maranhão;Active
6176;Severa;Thrash/Groove Metal;Contagem, Minas Gerais;Active
6177;Several Eyes;Heavy Metal;Curitiba, Paraná;Active
6178;Several Falls;Thrash/Groove Metal;São Paulo, São Paulo;Split-up
6179;Severance;Thrash/Death Metal;Presidente Prudente, São Paulo;Split-up
6180;Severe Disgrace;Death/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
6181;Severe Suffering;Brutal Death Metal;Guaranésia, Minas Gerais;Active
6182;Sevo;Death Metal;Fortaleza, Ceará;Active
6183;Sewer;Goregrind;Vila Velha, Espírito Santo;Active
6184;Sex Hansen;Thrash Metal;Maringá, Paraná;Split-up
6185;Sex Love Die;Heavy/Black Metal;;Active
6186;Sextrash;Death/Thrash Metal;Belo Horizonte, Minas Gerais;Active
6187;Sexual Funeral;Raw Black Metal;;Active
6188;Seyfer;Heavy Metal;Mossoró, Rio Grande do Norte;Active
6189;Sflexia;Crossover;Conselheiro Lafaiete, Minas Gerais;Active
6190;Sgnarock;Groove/Thrash Metal;Flores Da Cunha, Rio Grande Do Sul;Active
6191;Shabach;"Symphonic Black Metal (early); Black Metal with Gothic/Doom Metal influences (later)";Natal, Rio Grande do Norte;Active
6192;Shade;Heavy Metal;Santa Bárbara d'Oeste, São Paulo;Split-up
6193;Shade of Mankind;Death Metal/Grindcore/Crust;Porto Alegre, Rio Grande do Sul;Split-up
6194;Shades Before Dawn;Thrash Metal;Curitiba, Paraná;Split-up
6195;Shades of Fear;Death Metal;Mafra, Santa Catarina;Split-up
6196;Shades Rakshasa;Black Metal;Marília, São Paulo;Active
6197;Shadow;Heavy Metal;Vitória, Espírito Santo;Active
6198;Shadow Mask;Symphonic Power Metal;Ponta Grossa, Paraná;Split-up
6199;Shadow Moon;Black Metal;Serra, Espírito Santo;Active
6200;Shadow of Mercy;Power/Progressive Metal;São Paulo, São Paulo;Active
6201;Shadow of Sadness;Melodic Death Metal;Itapema, Santa Catarina;Split-up
6202;Shadow Zone;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
6203;Shadow's God;Black Metal;Cataguases, Minas Gerais;Unknown
6204;Shadowings;Pagan/Power Metal;Joinville, Santa Catarina;Active
6205;Shadows;Heavy Metal;Salvador, Bahia;Split-up
6206;Shadows Emperor;Death/Doom Metal;Fortaleza, Ceará;Split-up
6207;Shadows FX;Death/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
6208;Shadows Hell;Black Metal;São Paulo, São Paulo;Active
6209;Shadows Legacy;Heavy Metal;Campo Grande, Mato Grosso do Sul;Active
6210;Shadows of Acutrak;Death Metal;Fortaleza, Ceará;Active
6211;Shadows Time;Heavy Metal;Varginha, Minas Gerais;Split-up
6212;Shadowside;Heavy/Power Metal;Santos, São Paulo;Active
6213;Shaitandearth;Raw Black Metal;Belo Horizonte, Minas Gerais;Active
6214;Shall Suffer the Eclipse;Black Metal;São Paulo, São Paulo;Active
6215;Shallow Void;Doom/Stoner Metal;São Paulo, São Paulo;Unknown
6216;Shaman;Progressive/Power Metal;São Paulo, São Paulo;Split-up
6217;Shamatari;Goregrind;Florianópolis, Santa Catarina;Split-up
6218;Sharp Blade;Heavy Metal;Belo Horizonte, Minas Gerais;Split-up
6219;Shaytan;Black Metal;Mogi das Cruzes, São Paulo;Active
6220;Shedim;Black Metal;Natal, Rio Grande do Norte;Active
6221;Sheitan;Black Metal;Fernandópolis, São Paulo;Split-up
6222;Shemariah;Progressive Metal;Salvador, Bahia;Unknown
6223;Sheol;Brutal Death Metal;Fortaleza, Ceará;Active
6224;Sheol Chryst;Black Metal;Cuiaba, Mato Grosso / Alfenas, Minas Gerais;Unknown
6225;Shield Wall;Black/Death Metal;Rio das Ostras, Rio de Janeiro;On hold
6226;Shildrain;Groove Metal;Belém, Pará;Active
6227;Shining Star;Neoclassical/Power Metal;São Paulo, São Paulo;Active
6228;Ship Follows Strong;Power Metal/Rock;Rio Grande do Sul;Active
6229;ShitFun;Grindcore;Petrolina, Pernambuco;Active
6230;Shitness;Heavy Metal;São Paulo, São Paulo;Changed name
6231;Shock;Heavy Metal;João Pessoa, Paraíba;Active
6232;Shock Hazard;Heavy Metal/Hard Rock;Belém, Pará;Active
6233;Shockbreaker;Heavy Metal;São Paulo, São Paulo;Active
6234;Shoggots;Black Metal;Fortaleza, Ceará;Active
6235;Short Thrash;Thrash Metal, Crossover;São Gonçalo, Rio de Janeiro;Active
6236;Shotdown;"Heavy Metal/Hard Rock (early); Groove Metal (later)";Mirassol, São Paulo;Split-up
6237;Shotgun Blast;Stoner Metal;Jundiaí, São Paulo;Split-up
6238;Shotgun Corporation;Thrash Metal;Vitória, Espírito Santo;Split-up
6239;Shout;Thrash Metal;;Split-up
6240;Sicario;Thrash/Death/Groove Metal;São Paulo, São Paulo;Active
6241;Sick DamNation;Thrash/Speed/Groove Metal;São Paulo, São Paulo;Unknown
6242;Sick Life;"Crossover (early); Heavy Metal (later)";Alagoinhas, Bahia;On hold
6243;Sick Mind;Thrash Metal;São Paulo, São Paulo;Changed name
6244;Sick Sins;Thrash Metal;Recife, Pernambuco;Split-up
6245;Sick Society;Death/Stoner Metal;Minas Gerais;Active
6246;Sickbreath;Thrash Metal;;Active
6247;Side Effectz;Thrash/Death Metal/Grindcore;São Paulo, São Paulo;Split-up
6248;Side of Aggression;Thrash Metal;São Roque, São Paulo;Split-up
6249;Sídero;Heavy Metal;São Paulo, São Paulo;Split-up
6250;Siecrist;"Death/Thrash Metal (early); Groove/Death Metal (later)";Serra, Espírito Santo;Active
6251;Sieg Rex 88;Raw Black Metal;São Paulo, São Paulo;Active
6252;Siege of Hate;Death Metal/Grindcore;Fortaleza, Ceará;Active
6253;Siege of Rage;Raw Black Metal;Catanduva, São Paulo;Active
6254;Siegrid Ingrid;Thrash/Groove Metal, Grindcore;São Paulo, São Paulo;Active
6255;Sigfadhir;Viking/Folk Metal;São Paulo, São Paulo;Active
6256;Sightless Art of War;Death/Thrash Metal;Fortaleza, Ceará;Active
6257;Sigil;Heavy/Progressive/Power Metal;Rio de Janeiro, Rio de Janeiro;Unknown
6258;Sigma 5;Progressive Metal/Rock;Rio de Janeiro, Rio de Janeiro;Split-up
6259;Sigma Black;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
6260;Sign of Hate;Death Metal;Aracaju, Sergipe;Active
6261;Signs of Doom;Black Metal;São Paulo;Active
6262;Silence;Heavy/Power Metal;Pouso Alegre, Minas Gerais;Active
6263;Silence Means Death;Thrash Metal With Hardcore influences;Vitória, Espírito Santo;Active
6264;Silence of Oblivion;Thrash Metal/Punk;Belo Horizonte, Minas Gerais;Active
6265;Silence Phobia;Heavy Metal;Campinas, São Paulo;Active
6266;Silence River Down;Doom Metal;Rio Pomba, Minas Gerais;Split-up
6267;Silencio da Noite;Depressive Black Metal;Santa Catarina;Active
6268;Silêncio do Caos;Melodic Death Metal/Metalcore;Teresópolis, Rio de Janeiro;Split-up
6269;Silencio Sepulcral;Black Metal;João Monlevade, Minas Gerais;On hold
6270;Silent Cry;Gothic/Doom Metal;Governador Valadares, Minas Gerais;Active
6271;Silent Empire;Death Metal;Criciúma, Santa Catarina;Active
6272;Silent Hall;Heavy Metal;Varginha, Minas Gerais;Active
6273;Silent Heaven;Heavy/Power Metal;Indaiatuba, São Paulo;Active
6274;Silent Moon;Melodic Heavy Metal;Recife, Pernambuco;Split-up
6275;Silent Prophet;Heavy/Progressive Metal;Rio de Janeiro, Rio de Janeiro;Active
6276;Silent Raze;Heavy/Thrash Metal;Gama, Distrito Federa;Unknown
6277;Silent Revelation;Heavy Metal;Caruaru, Pernambuco;Active
6278;Silent Sight;Heavy Metal;;Split-up
6279;Silent Vanity;Melodic Death Metal;Aracaju, Sergipe;Active
6280;Silentio Mortis;Doom Metal;Rio de Janeiro, Rio de Janeiro;Active
6281;Silver Blade;Power Metal;Londrina, Paraná;Unknown
6282;Silver Cry;Heavy Metal;Rio Branco, Acre;Active
6283;Silver Grave;Heavy Metal;Toledo, Paraná;Active
6284;Silver Razor;Heavy Metal;Teresina, Piauí;Active
6285;Silvercrow;Heavy Metal;Belo Horizonte, Minas Gerais;Active
6286;Silverstorm;Heavy/Power Metal;Francisco Morato, São Paulo;Active
6287;Simples Restos Mortais;Death/Thrash Metal;Teresina, Piauí;Active
6288;Sinal de Ataque;Heavy/Speed Metal;Santa Rita/Sapé, Paraíba;Active
